id,essay,prompt,formal_register,thematic_coherence,narrative_rhetorical_structure,cohesion
227,"[T] A NENINA que goSTAVA DEDESENHAR
[P]CErTA atrde karal foi en seu armario procurar seu PENTE
De [?]. e Achal Varios patinhos De tinta então TEYE a Brilhante ideia
teve Desenha va até que Sea nãe LICA TE CHAma PARA Lancha ela
pra parede cê que não tinha mais nehun Desenho.
[P] quando ele olha Todos seus Brinquedes estão no chão 
então foi Dizer sua nãe  / Disse o que Pai ela Diz fiz um Desenho 
na minha parede e  Sumil e meus Brinquedos estão espalhos 
pela quarta i Agora  Lica Diz vamos la pra eu  Ver elaS
Vão lica Ver e fica Surpresa, e Diz Vamos falar com seu
pai marcos, vamos la , Karol Diz, então ela fala e seu pai
Diz [?] sli [X] solução vou colocar alguas cameras pela 
Casa enclusive em seu quarto, eles vão seu pai estala
as cameras e marido organizar as Brinquedos e 
fazer seu desenho Denava e ir [?] pronta fez isso
e quamndo dardou tava tudo Bagunsada então eles 
DescuBriram quen foi emtão Botaram e vil quem
Pai, e foi a melhor amiga Dela que não sabia Desenhar
então ela ensinou sua amiga que nem sempre
fazemas tudo perfeita e que um Dia ela ia Desenhar 
linda, ela ensinou sua amiga a Desemhar e 
Viveram a vida feliz","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,2,4,3
1075,"[T]Eu fui para o sítio do meu avô
o sítio do meu avô tinha muita vaca e Boi e tinha cavalo
eu estava brincando com um filhote de cavalo nosdois estava
camsados o cavalo estava com fome eu di comida para eli eu
tambeni estava fome eu comi peixe asado anoite seu eu pas-
i 2 dias umtempo eu fuibebe a gua guado eu fuibebe a gua
não tinha a gua eu foi para a coma amanheseu eu fui
tomacafe eu termineu eu fui fazercarinho no cavalo edepois
eu fui a judar o meu avô tirar oleite da vaca eu e o meu
avô terminamos eu fui fazercarinho no cavalo de novo eu
fui merenda bolacha e suco de abacachi a noiteseu e
jantei frango frito.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,5,3
554,"[T] Livros Magico
Era uma vez um livro magico que quando não 
tinha niguem por perto ele aracava as folhas sem 
Niguem ver pois [X] era a magia ancotecendo nele
E colocavam novas folhas para seu dono ler
Outras tipo de livros e só seu dono sabia
Que ele é magico mais não catava para niguem 
porque seria perigoso de mais alguem podia
pega para ele e o livro não pode cair em 
mãos erradas se não acoteceria algum bem
perigoso que podia se capaz de matar alguem.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
765,"[T] Pintura 
Maria julia Araujo Barros
[?][?][?][?]
era una vez eu e ai ninha aniga brincando
ai [x] Pintar [x] [x] ai agento 
foi Viajar ai agent[x] Passou nuito [x]
fora de casa ai quando eu cheguei Fui Pint
ai quando eu conesei apintar eu escutei um 
barulho estranho no lado di fura. ai
continuei a pintar ai eu durni ali eu
acordei ai Fui to nar café quan eu 
ai quando eu acabei de brincar Fui 
ternina de Pintar a parede ai eu terni
a parade eu escutei um barulho
estranho quando eu olhei um no [x]
aninal","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,2,3,2
1122,"[T]Sitio da vovó
eu fui no sitio da minha avó com minha irmã 
e la no sitio eu comi muita comida que eu nunca 
tinha comida E eu tava tão cheio que nem conseguia me levantar da cama.
E em outro certo dia quando eu fui me levantar
eu me deprarei com um pica-pau que estava em
uma árvore. Assim que eu sair de perto do 
pica-pau em seguida já apareceu um outro pássaro.
[P] Que quando pausou em outra árvore começou a 
cantar com uma belicima vez. a vez disse pássaro
 era tão  inprecionante que eu ate me sentei 
para ouvi a canção daquele lindo pássaro marrom.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
66,"Era uma vez Pedro chamou para brincar na quadra , nás
fomos , chegamos no quadro lá na frente tinha um 
porteiro , pedimos para entrar , mas só que ele não deixou , que o 
 quadra tava de re forma . para ! por que isso sempre acontece?
ai depois a gente foi jogar peteca , começou a chover meu 
amigo tinha 2 sonbrinhas ele me inpretou uns ai depois 
passou a chuva e de pois fomos jogar bola , Ai depois a gente 
foi pra casa e fim .","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
67,"Era uma vez no castelo é tinha um Diamante muito
valioso valia muito e tinha uma dupla muito perigosa
roubava maltratava as pessoas muito mal e descobriram
que no castelo tinha o diamante bastante valioso e
eles cobinaram de ir roubar e era hoje de noite
as 23:30 e eles foram la entraram no castelo
e roubaram o diamante e ficaram muito
ricos.","Chovia muito naquele dia, com trovões muito altos, vindos do céu. E depois que a chuva passou, encontrei no quintal da minha casa uma pedra muito brilhante.",4,4,4,3
355,"[T] A minina Pintiera
[P] Ela gostava de pinta encomtrol uma timta ela foi pinta
seu quato ela foi laxama a mãe de e quando ela xegol no
quato não tinha nada noquato ela ficou triste ela de Pois 
pintol o seu quarda roupa [?] triste ela de Pois não
sumilnada e de pois ela foi pinta Aparede da Sala e fica
Bonito ela foi pinta o Banheiro ela de xou [?] ela estava 
Bem alegre ela ficou  pintando tudo ela ficou grande ela foi
com trada nu trabalho de Pinta no Papel ela fazia uma
casa e pintava e ficava bonito e paxisipo de um comcuso
de pinta e foi canpial ela ganho um trofel ela feliz e de pois
ela foi pra casa ficol pintando ela foi dormi ela a cedul
de manha e foi merenda e de pois ela foi  trabalha ela foi 
pinta ela pegol [?] e foi pra casa e ficou pintando 
ela foi descansa ela foi Pinta ela foi casa outro trabalho 
por que ese estava cansativo ela encontrol um trabalho 
melho ela gostou ela [?] Pinta ela ela foi para casa dela e foi
des cansa ela pegou no sono ela de Pois trabalha
ela estava cansada ela com tinuoi o trabalho e de pois
ela foi pracasa e foi Pinta e de Pois foi dormi [X] a [X]
e foi pracasa e foi merenda e de pois  foi trabalha ela
foi pinta e foi [X] e de pois foi trabalha foi pinta 
e foi partisipa do concurso de pintora
ela fez bem bonito ela ganhor um trofel ela ficou 
feliz ela foi pra casa ela foi dormi ela o [?]
de noite ela foi janta e de pois foi pinta e de pois ela
foi casa otro inprego ate que ela encontrou um [?]
era muito bom ela foi pinta logo ela fez um de
zinho bunito e foi pra casa ela foi pinta ela de pois 
foi trabalha ela estava cansada ela foi pra casa
e depois ela foi dormi","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,2,4,2
211,"[T] A Menina das tintas
[P] [?] adora pintar quadros, Cadernos, folhas e
até o Sete.
[P] Então Como ela gosta de tinta a mãe dela
resolveu lhe dar uma Cartela de tinta.
[P] Carla então pegou a Cartela de tinta e Começou
a pintar folhas Com animais desenhados, então ela
pintou aqui, pintou ali e virou uma arte.
[P] Ela Correu para pegar uma buxa e Sabão
então Começou a limpar.
[P] No Seu aniversário ela ganhou uma Cartela
de lápis e aquele monte de tinta foi esquecido","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
12,"
	Em uma noite muito chuvosa encontrei uma
Pedra muito brilhante em meu quintal logo fiquei surpresa
porque morava em uma casa simple não fazia sentido em
pedra tão brilhante e valioza esta ale
	Eu a recolhi e a limpei depois a coloquei em um lugar
seguro a desidi o que eu iria fazer com ela. Eu pensei em
numeras vezes em vendela e pegar o dinheiro para recontruir
a minha vida do inicio mais também pensei em gardala e da
para uma pessoa muito especial.
	Mais no fundo eu sabia que seria egorismo gardala
so para mim então desidi entregar ela para um museu e
la eles desidiriam o que fazer com ela e ate hoje ela esta no
museu em esposição para quem quise ver ela","Chovia muito naquele dia, com trovões muito altos, vindos do céu. E depois que a chuva passou, encontrei no quintal da minha casa uma pedra muito brilhante.",4,5,5,4
535,"[T] Hoje eu vou contar uma História para voces
[P] um dia eu estava com minha familia na casa da minha tia foi muito divertido vimos muitos
quadros tão Bonitos que estava tão pintados que paresiam realistas nos achamos potes de tinta e pinseis nos
pintãmos desenhos 4 folhas de desenhos pintãmos as paredes da casa pintãmos muitos quadros ficou mui-
to lindo o meu, pintamos binquedos chegou de noite fomos dormir. no outro dia pintãmos uma caixa
como carro mas a tinnta acabou, mas nos fomos comprar mais tinta nos vimos pinturas quando chegamo-
s no shop comprãmos muitos potes de tinta e papeis de colorir lapis de cor pintãmos masearas e uma
bolinha descansamos um pouco na rede com muito vento um [?] acuiris muito lindo aliais eu
ãmo acuiris nos brinquamos de pega pega andãmps de [X] e andãmos de cavalo e depois nos desenhamos
muito eu desenhei os perssonajens de bob esponja minha irmã [?] desenhou umas borboletas nos
pintamos os desenhos e depois pintamos roupas que não precisavam mais minha irmã teve a ideia de
ver quem pinta mais bonito cada um ganhou um quadro e começãmos a desenhar depois pintamos
quando nos terminãmos os jurado dessidirãm os jurados eram minha mãe Glicia minha tia Moema
e minha vó maria Betania quem ficou em 1 foi e 2 minha irmã a minha irmã cecilia 3 minha prima
Rebeca [?] eu ganhei mas dei a vitória para minha irmã ficou muito feliz
eu tambem fiquei feliz e minha mãe tambem ficou feiz de premio foi uma barra de chocalte colorida
ela dividiu com todo mundo tava deliciozo aquela barra minha boca ficou colorida eu estava muito feliz
colorimos o cabelo andamos de skate fomos para picina toda colorida nos adamos quando saimos
da picina nosso corpo estava todo colorido depois fomos para picinas com [?] com amarelo azul
preto e vermelho tinha verde tinha um que pisca e outro que era gigante eu adorei na volta de ir para
casa nos compramos uns quadros para pintar em casa tambem pintatamos na viagem alguns","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,5,3
682,"[T] O montrinho do meu quarto
Eu encontrei em cima do armário alguns potes com
tinta. Então, resolvi pintar na parede do meu quarto
alguns animais. tempo depois, quando voltei [X] no quar
to, não havia mais nenhuma pintura e as roupas da
gaveta espalhadas pelo chão.
[P] Fiquei muito desisperada coom o acontecimento e logo fui
falar o que aconteceu, quanto eu fui para o quarto e subi a
[X] eu vi marcas de tintas undo o pocão mas quanto
chegei ela nao tinha nada então segui em fonte indo
para o quarto.
[P] Fui sai e deixei um pequeno pincél encima da mesa
tempo depois, voltei ees tambem dinha sumido
[P] Decidi envertiga a mamãe o papai e os meus irmãos come
sei pela mamãe
[P] - mamãe onde a senhora estava quando as tintas sumiram?
[P] - Eu estava fazendo compras para o almoso! disse mamãe
com toda a sua sinseridade enla então fui pergunta
o papai
[P] - papai o senho estava na onde quando as tintas
sumirão?
[P] - A filiha eu estava jogando bola com o amigos do
papai
[P] - Então tá obrigada papai mesmo não sabendo de nada
em Então antes de pergunta o joão a Berenisa a Any o
Davi a Clautia e a Lauxa mas ningue sabia então tevi
uma ideia fui a loja da Carla e comprei [X] lindo
pode de tinta coloque as tintas no chão e me [X] de
baixo da cama quando ele [?] eu fiquei encantada e o
misterio da tinta foi resolvido","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
299,"[T] A menina e a tinta
A menina achou ums potes de tinta no armario e fui 
no meu quarto para fazer a [?] coisas com a tinta
emtão eu fui pedir para minha mãe e ela disse que eu
não podia pinta meu quarto emtão fui até meu pai 
e falei pai eu posso pinta meu quarto com umas tinta
que eu achei no armario ai meu pai pego e falou que
não podia por que meu quarto já tava pintado ai eu
fui escondido da minha mãe e do meu pai  ai eu peguei 
o pincel e fui pinta ai eu pemsei ai no meu pensamento 
veu i melhor eu fazer agums desenhos ai eu peguei o
pincel e fiz um desenho eu fiz um cachorro um gato
e um coelho.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
462,"[T] As tintas da vovó Khloe
Eu e minha familia viajamos para a casa da vovó, e ela separou
um quarto só pra mim! fiquei muito feliz. 
Fui para o quarto que a vocó separou pra mim, ele era Lindo!
Eu guardei as minhas coisas, e sai para explorar a casa da vovó [x]
Andei muito pela casa da vovó, até que achei umas tintas em um armário
bem velhinho, peguei as tintas e fui pro quarto. Resolvi pintar uns 
animais que tinha visto em um desenho animado.
Estava terminando de pintar, quando vovó khloe gritou ""Quem
quer biscoitos?"" fui correndo comer os biscoitos que a vovó preparou,
quando voltei os desenhos tinham sumido. vovó Khloe foi até o 
quarto, e explicou que as tintas eram dela, e que depois de 5 minu-
tos o que a gente pinta desaparece, nós rimos muito, depois fizemos 
várioa desenhos e assinamos (vovó khloe e Lily)","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,3,4,4
820,"[T] Uma aventura de livo
[P] Em um dia, estava lendo livo e de rePente as letras
começaram a Sair, Eu não conseguir Pegar as letras então
[P] come çou a Sair fadas com asas brilhantes, e dePois ela ficou
conversando comigo como ela virou uma fada.
A fada disse - Em um dia, eu estava na floresta e vi minha
tia bruxa fazendo Poção de fada, Eu estava entrando na casa
dela e caiu a Poção em cima de mim, e [S] virei uma fada
Para SemPre.
[P] . Foi então que chegou uma Princesa do livo, estava com o
vestido longo, e então aPareceu 10 ani mais: elefante, urSo, Passarinho,
[P] coruja, gato, leão, abelha, Porco, cachorro e cabra, e todos
gostaram de mim? e todos não queria embora e a fada teve
[P] Uma ideia, disse Para mim comPrar outra casa, Para ficar
os ani mais, 10 ani mais, Princesa e uma fada. Quando minha mãe
[P] viu não acreditou.
minha mãe falou - como eles veio Parar aqui? você vai levar
[X] Para onde?
Eu falei - calma mãe, eu levo eles Para outro lugar.
eu não consigo controlar esses animais,
Eu falei - manhê me ajudaa, Socorro.
não Sabia oque eu vou fazer, Então eu decidi chamar [S] a
Policia Para levar Para o zoológico. não aguentava mais, dePois
de muitas tentativas de falar, eles Pararam de gritar, eles
foram Para o zoológico, e eu nunca mais abrir os livos.
as veses eu visitava eles no zoológico e dePois eles
ficaram Por um temPo, mais dePois foram adotados e eles
gostaram muito.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
1107,"[T]O ónibus da escola.
[P]Era uma vez, um ónibus que ia levar os alunos
para casa, quando derrepente o ónibus para porque
tinha um galho no meio do caminho quase caindo.
[P]Os alunos desceram correndo para ver o que esta-
va acontecendo, quando viram ficaram asustados.
[P]O motorista como não tinha trago o seu celular
ficaram lá, a noite chegou e eles foram dormir pa-
ra que amanhã de manhã ajuntacem o galho
[P]Quando amanheceu o galho caiu e eles foram ver
se conseguião tirar, faziam forca mais nada do ga-
lho se mecher.
[P]Depois de um tempinho apareceram dos homens
que disseram:
[P]- O que vocês estam fazendo aqui?
[P]E eles responderam:
[P]O galho caiu e não conseguimos tirar!
[P]Os homens tentaram, tentaram até que conse-
guiram e o ónibus voltou para o caminho.
[P]Depois de um longo tempo avistaram uma
grande cobra no meio do caminho.
[P]Eles esperaram, esperaram e nada da cobra ir, pa-
sou um bom tempo até que um caçador chegou e ma-
tou a cobra.
[P]Depois de muitas horas eles viram uma enorme
árvore e desidiram fazer um piquinique.
[P]Depois que comeram voltaram para a estrada,
andaram, andaram até que chegaram em casa.
[P]O motorista deixou todos os alunos em seus casas
e o motorista chegou finalmente em seu casa e foi","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,5,3
585,"[T] O GATO SAPECA 
[P] EU ENCONTREI EM CIMA DO ARMÁRIO 
ALGUNS POTES COM TINTA. ENTÃO, RESOLVI
PINTAR NA PAREDE DO MEU QUARTO, ALGUNS 
ANIMAIS TEMPO DEPOIS, PUANDO VOLTEI
NO QUARTO, NÃO HAVIA MAIS NENHUMA
PINTURA E SA ROUPAS DA GAVETA ESTAVAM 
ESPALHADAS PELO CHÃO.
[P] AI CHAMEI A MAMÃE PARA ME AJUDAR AI
NOIS FOI ARRUMANDO TUDO AS ROUPAS,
AI FOMOS PO PORAM E ACHEI UMA PISTA
QUE ESTAVA ESCRITA NO PAPEL DIZIA:
UM BALANÇO A SUA PROXIMA PISTA ESTARÁ.
[P] AI FOMOS PRO PARQUINHO E QUANDO 
CHEGAMOS EU E A MAMÃE FOMOS CORRENDO
PARA O BALANÇO AI PRECURAMOS E ACHAMOS 
A PISTA E ELA SE DIZIA: UM ANIMAL
MUITO FOFINHO E PELUDINHO NÁ SUA CASA 
ESTARA COM A SUA PINTURA AI EU 
CHEGUEI LA EM CASA E PRA MEU
GATINHO AI PEGUE MINHA TINTA E PINTEI
A PAREDE DO MEU QUARTO DENOVO E 
DEI UM BANHO NO MEU GATINHO
E TUDO VOLTO AO NORMAL","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,3,3
1027,"[T]A menina que gosta da natureza
Era uma vez uma Menina que gosta Muito da Natureza
Ela Se chama Luziran é um Belo dia Luziran é Sua 
Familia Ela foi Fazer uma trilha é Ela viu um galho é
Sentou no galho é Veio um passaro é pousso nela
Ela nunca tinha visto Esse passaro Ele era Lindo
quando ela ia pegar ele. Sua mãe o chamou para conti-
Nua é ela Seguiu Em Frente é no outro dia
Luziran vouto lá e o passaró Estava lá
Esperando Ela lá para Brinca Luziran ia lá todo
dia e um dia o passaro mostrou
[S]","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
1170,"[T]um dia no campo da vovó
Era um dia tam lindo na casa da minha avó
toda cemana eu ia para a casa da minha vó de têrsa
ate dumingo minha avó falol para eu que tinha ensima do
guarda rolpa tinha algus [?] de tintas as coris erão tão
lindas eu deside pinta meu quarto fis varios animais. Varios
dias tinha-se pasado e eu voltei na casa da minha vovó e eu fui
para o meu quarto e eu vi que não tinha nada nas paredes eu
fiquei muito triste e eu pesebi que a gaveta tava desarrumada
as rolpas todas no chão um dia ela cansol e foi para noça casa
quando ela queria ajuda não tinha niguem para ajudala etan ela
tinha medo de fica sosinha porque meu avô tinha morrido
neste dia foi tam tristi. Etão minha vó tinha chegado ela
tinha fasido uma torta de mãça e nos encomendas uma
piza de quejo e calabresa tudo era tam gostoso","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,4
543,"[T] Lara e sua cachorra Mel
— Muma Certa Manha Lara Brincava de boneca
quando sua mãe a chamou: -filha a almoça Ta Pronta
vem comer ? ela falou Ta indo ! depois  que Lara brincou
e comeu ela Pergunta: — mãe você me da um cachorro
Para mim Brincar e Passear com ele ? suamãe então
disse: - sim, filha você [X] cuidar dele ? ela disse: — 
vou cuidar dar dele : sua mãe disse :— ok eu vou
Trabalhar e quando eu voltar eu Te dou ok, A filha
disse !—  E, E , E obrigada mãe, quando sua mãe voltou
do Trabalho ela fico muito Feliz Por que ela sabia
que ia ganhar um cachorrinho sua mãe disse :— filha
cheguei ! li mãe você Trouxe meu cachorrinho ? sua mãe
falou :—  sinn, O filha qual vai ser o nome dela ;-
O nome dela vai ser Mel sua mãe disse : - gostei
do nome ele e [X] cuide bem dela viu filha,
ela disse : — Ta bom. Então [X] brincou , estudou , comeu
e brincou com a Mel e assim elas sorriram , correram
e a Proveitaiam. Elas viveram Felizes.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
567,"[T] Meus animais

[P] Então fui correndo até minha mãe, e então perguntei para
ela se ela sabia oque tinha acontecido com minha parede
ela disse que não sabia.
[P] Continuei a minha busca, fui para meu quarto novamente
quando entrei as tintas não estavam mais lá.
[P] Lembrei que meu irmão estava em casa então fui procurar
ele, quando achei ele vi uma blusa minha na mão dele!
[P] Sabia quem era o bagunceiro do meu quarto so não sabia
oque tinha acontecido com a minha pintura.
[P] Quando meu pai chegou em casa perguntei.
- Pai você que [X] os desenhos de animais do meu quarto?
ele disse
- Não filha!
eu disse:
- Tá, tchau!
[P] Já estava escurecendo quando lembrei que a faxineira estava aqui
hoje, mas estava na hora de dormir.
[P] Quando acordei fui logo perguntar para ela
- Oi Sofia bom dia! você sabe dos animais que eu pintei
ontem na parede do meu quarto?
ela disse
- Sim, eu que apaguei, era isso que você iria me perguntar?
eu disse:
- Sim, e as caixinhas das tintas?
ela disse:
- Também!
[P] Assim que eu fiquei sabendo oque tinha acontecido com
minhas pintura.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,3,3,4
1210,"eu a xu agumais tímtas e resovi [X]
Quarto eu Pimtei auguns animais [X] [?]
gaso da minha Pintura
[X] ou tuo dia chamei minha amiga
Para fazer [X] mair Pinturas no [?]
Fizer uma [X] grande bagunca ficou
roupas e tinT","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,2,3,2
1152,"[T]minha Pintura sumil
a menina estava Felis ai ela viu um baude de tinta ela Pensou vou 
Pinta meu quarto com as tintas tinha varios cor de tinta ela
Pintou varios animau Ficou muito bonito ela saiu RaiPidinho ela
Voltol não tava uque ela Pintou.
E a roup tava toda jogada no chão Primera vicíma.
A irmã dela ela suiPeitou dela Por que ela vive no quato
deda ela Pergun para ela disse não Foi ela Falou ta né ela Falou
Pra mãe dela ela Fou Foi você que aPagou minha arte ele Falou Foi por que
ela saiu corendo Pra Fala Pais dela ela teve que Pinta de novo","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
599,"[T] O Pote de tinta que caiu 
[P] Eu estava voutando da Escola Cheguei en casa fui 
no carto proucura o Pote de tinta Para fazer uma pintura 
estava prencurando de moro 2 minutos Para preucurar  a tinta 
eu a chei o Pote de tinta estava dentro do armario peguei 
[P] O Pote fui pinta no quarto cheguei no quintal Peguei 
Os Pote de tinta comesei a fazer uma pintura Bela e Bonita 
fiquei Pinta[X] de novo muito pasou 20 minuto fazendo fazendo uma 
so Pintura terminei comesei a fazer outra Pintura de uma mulher 
bonita ela mamando fazer uma Pintura dela 
Peguei a tinta vermelha comesei a Pinta a roupa dela 
peguei a cor marela Pintei o cabelo dela cenquere derrubei [X] tinta
no cham melo tudo na parede o quadro a pintura fico a runol","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,5,3
832,"[T] [?]
Eu estava lá na sala assistindo tv
até que eu lembrei que eu tinha algumas
tintas. [X] resolvi pintar meu quarto
eu fiz uns coraçãozinhos, umas casinhas,
alguns animais, uns bonequinhos, etc.
Eu tinha saido pra lavar minhas
mãos e quando voltei pro meu quarto
ele estava uma bagunça ai arrumei lá
tudo direitinho eu fui lá chamar minha
mãe que estava na cozinha fazendo um
lanche para a janta e ela chegou no
meu quarto e falou:
- maria ficou lindo.
Eu falei:
- brigado mãezinha quer que eu faço
no seu tambem minha mãe falou:
- Claro que sim minha mini desenhista
e eu fui la fazer.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,3,4,4
273,"[T] A imaginação
um dia eu e meu irmão Arthur estava
Andando na rua quando eu e ele encontrou uma
Caixa Cheia de tintas amarelo, azul, rosa, preto e etc
A gente pegou as tintas e continuou a andar
Quando Arthur e eu tivemos a ideia de pintar a 
Nossa casa primeiro pintamos o muro depois
A coxinha pintamos nossos quartos depois pintamos
o muro de azul forte a coxinha de verde fraco 
Depois fizemos detalhes nos quartos [X] [X] rios e etc
A casa era cinza não tinha nenhuma pintura
Depois que fizemos as pinturas a casa ficou alegre
Depois de terminar agente foi para o parque 
De diversão agente foi na roda gigante depois
Quando agente voltou do parque de diversão foi quando
Apareceu muitos animais Elefante Girafa Gato cachorro
Muitos mais eu e meu irmão Arthur gostava muito de animais
Agente começou a brincar com os animais eu brincava com
A gata e o cachorro e muito mais o que eu mais gostava
Era o gato preto um dia eu fui dormir quando eu acordei
A gata era bonita eu e meu irmão dava ração todos 
os dias a gata tinha três filhos um dia a gata estava
muito triste quando eu e meu irmão viu um dos filhos da gata
Morto eu e meu irmão ficou muito triste tetamos alegra
A gata mais não conseguia dava a ração preferida 
Ela não ficou feliz com nada até que um dia ela estava
Muito feliz eu e meu irmão não sabia o que era eu e meu
irmão foi até a casa dela quando eu vir um filhote de
Gato depois disso eu e meu irmão foi comprar ração quando
Voltamos não avia nada era tudo imaginação.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
